NUMRESERVA;IDALOJAMIENTO;IDMIEMBRO;TIPOID;DIARESERVA;TIEMPODIAS;;;;;;
37998;12073;80647;CC;30/08/19;88;;;;;;
37999;12141;75868;CC;30/08/19;37;;;;;;
38000;12181;81932;CC;30/08/19;87;;;;;;
38001;12254;72375;CC;30/08/19;117;;;;;;
38002;10435;79668;CC;30/08/19;99;;;;;;
38003;10438;79483;CC;30/08/19;66;;;;;;
38004;10502;74757;CC;30/08/19;113;;;;;;
38005;10595;75773;CC;30/08/19;96;;;;;;
38006;10612;81326;CC;30/08/19;97;;;;;;
38007;10624;79623;CC;30/08/19;45;;;;;;
38008;10850;72478;CC;30/08/19;112;;;;;;
38009;10864;74625;CC;30/08/19;97;;;;;;
38010;11035;80036;CC;30/08/19;92;;;;;;
38011;11763;72869;CC;29/08/19;56;;;;;;
38012;11940;81152;CC;29/08/19;112;;;;;;
38013;11948;73087;CC;29/08/19;74;;;;;;
38014;11959;78749;CC;29/08/19;99;;;;;;
38015;11969;74589;CC;29/08/19;73;;;;;;
38016;12089;77198;CC;29/08/19;90;;;;;;
38017;12102;76916;CC;29/08/19;70;;;;;;
38018;12182;76561;CC;29/08/19;61;;;;;;
38019;12247;75686;CC;29/08/19;119;;;;;;
38020;10288;74890;CC;29/08/19;110;;;;;;
38021;10347;72822;CC;29/08/19;51;;;;;;
38022;10371;79807;CC;29/08/19;93;;;;;;
38023;10442;79725;CC;29/08/19;59;;;;;;
38024;10463;74382;TI;29/08/19;58;;;;;;
38025;10465;79236;CC;29/08/19;96;;;;;;
38026;10482;81065;CC;29/08/19;75;;;;;;
38027;10536;80615;CC;29/08/19;114;;;;;;
38028;10613;72524;CC;29/08/19;45;;;;;;
38029;10627;76032;CC;29/08/19;82;;;;;;
38030;10805;77644;CC;29/08/19;110;;;;;;
38031;10989;72130;CC;29/08/19;77;;;;;;
38032;11024;80694;CC;29/08/19;51;;;;;;
38033;11824;80913;CC;28/08/19;45;;;;;;
38034;11831;80589;CC;28/08/19;36;;;;;;
38035;11898;81499;TI;28/08/19;89;;;;;;
38036;11983;79754;CC;28/08/19;65;;;;;;
38037;11999;78786;CC;28/08/19;32;;;;;;
38038;12086;75470;CC;28/08/19;88;;;;;;
38039;12105;79771;CC;28/08/19;107;;;;;;
38040;12169;81332;CC;28/08/19;102;;;;;;
38041;12193;80034;CC;28/08/19;44;;;;;;
38042;12216;73749;TI;28/08/19;112;;;;;;
38043;10516;78611;CC;28/08/19;93;;;;;;
38044;10594;79347;CC;28/08/19;109;;;;;;
38045;10877;75047;CC;28/08/19;86;;;;;;
38046;10901;75948;CC;28/08/19;86;;;;;;
38047;10907;75038;CC;28/08/19;85;;;;;;
38048;11030;80295;CC;28/08/19;84;;;;;;
38049;11784;78990;CC;27/08/19;40;;;;;;
38050;11830;76062;CC;27/08/19;37;;;;;;
38051;11864;75267;CC;27/08/19;93;;;;;;
38052;11890;75753;CC;27/08/19;64;;;;;;
38053;11922;74739;CC;27/08/19;48;;;;;;
38054;11998;77219;CC;27/08/19;96;;;;;;
38055;12177;76740;CC;27/08/19;91;;;;;;
38056;12185;77880;CC;27/08/19;102;;;;;;
38057;12233;77257;CC;27/08/19;105;;;;;;
38058;10320;78338;CC;27/08/19;117;;;;;;
38059;10498;81363;CC;27/08/19;52;;;;;;
38060;10678;81462;CC;27/08/19;36;;;;;;
38061;10697;79419;CC;27/08/19;55;;;;;;
38062;10812;74682;CC;27/08/19;91;;;;;;
38063;10860;80825;CC;27/08/19;74;;;;;;
38064;10863;72914;CC;27/08/19;78;;;;;;
38065;10866;79993;CC;27/08/19;110;;;;;;
38066;10885;80032;CC;27/08/19;54;;;;;;
38067;10915;78744;CC;27/08/19;56;;;;;;
38068;10950;79904;CC;27/08/19;62;;;;;;
38069;11004;79599;CC;27/08/19;34;;;;;;
38070;11801;78466;CC;26/08/19;48;;;;;;
38071;11849;80900;CC;26/08/19;36;;;;;;
38072;11896;76833;CC;26/08/19;80;;;;;;
38073;11911;79955;CC;26/08/19;90;;;;;;
38074;11941;72409;CC;26/08/19;120;;;;;;
38075;11950;76171;CC;26/08/19;113;;;;;;
38076;11956;74827;CC;26/08/19;45;;;;;;
38077;12049;74526;CC;26/08/19;81;;;;;;
38078;10473;76581;CC;26/08/19;103;;;;;;
38079;10530;81632;CC;26/08/19;78;;;;;;
38080;10542;72520;CC;26/08/19;113;;;;;;
38081;10590;77140;CC;26/08/19;62;;;;;;
38082;10616;77568;CC;26/08/19;55;;;;;;
38083;10637;78886;CC;26/08/19;112;;;;;;
38084;10737;72106;CC;26/08/19;42;;;;;;
38085;10878;76984;CC;26/08/19;52;;;;;;
38086;10925;80588;CC;26/08/19;78;;;;;;
38087;11037;74523;CC;26/08/19;70;;;;;;
38088;11787;75872;CC;25/08/19;41;;;;;;
38089;11795;80898;CC;25/08/19;39;;;;;;
38090;11841;74201;CC;25/08/19;56;;;;;;
38091;11847;74805;CC;25/08/19;50;;;;;;
38092;12009;74165;CC;25/08/19;87;;;;;;
38093;12051;75569;CC;25/08/19;93;;;;;;
38094;12260;78801;CC;25/08/19;115;;;;;;
38095;10274;79056;CC;25/08/19;76;;;;;;
38096;10339;76589;CC;25/08/19;85;;;;;;
38097;10375;78935;CC;25/08/19;37;;;;;;
38098;10422;77113;CC;25/08/19;81;;;;;;
38099;10525;80605;CC;25/08/19;92;;;;;;
38100;10587;77617;CC;25/08/19;103;;;;;;
38101;10611;75853;CC;25/08/19;83;;;;;;
38102;10614;74922;CC;25/08/19;113;;;;;;
38103;10699;74537;CC;25/08/19;54;;;;;;
38104;10719;73472;CC;25/08/19;81;;;;;;
38105;10762;74359;TI;25/08/19;34;;;;;;
38106;10883;81461;CC;25/08/19;38;;;;;;
38107;10905;78027;CC;25/08/19;105;;;;;;
38108;11039;80038;CC;25/08/19;57;;;;;;
38109;11850;77259;TI;24/08/19;43;;;;;;
38110;11880;76612;CC;24/08/19;117;;;;;;
38111;11962;79965;CC;24/08/19;70;;;;;;
38112;12098;76231;CC;24/08/19;64;;;;;;
38113;12116;75500;CC;24/08/19;111;;;;;;
38114;12131;75241;CC;24/08/19;63;;;;;;
38115;12146;72834;CC;24/08/19;32;;;;;;
38116;12215;79761;CC;24/08/19;100;;;;;;
38117;10285;78080;CC;24/08/19;105;;;;;;
38118;10312;72718;CC;24/08/19;75;;;;;;
38119;10392;75318;CC;24/08/19;75;;;;;;
38120;10430;75911;CC;24/08/19;98;;;;;;
38121;10497;79338;CC;24/08/19;33;;;;;;
38122;10520;81793;CC;24/08/19;80;;;;;;
38123;10523;79592;CC;24/08/19;48;;;;;;
38124;10527;78792;CC;24/08/19;62;;;;;;
38125;10529;78223;CC;24/08/19;74;;;;;;
38126;10615;73686;CC;24/08/19;106;;;;;;
38127;10634;73960;CC;24/08/19;113;;;;;;
38128;10640;74422;CC;24/08/19;31;;;;;;
38129;10642;73956;CC;24/08/19;61;;;;;;
38130;10650;74261;CC;24/08/19;35;;;;;;
38131;10688;75956;CC;24/08/19;110;;;;;;
38132;10775;73218;CC;24/08/19;42;;;;;;
38133;10827;80731;CC;24/08/19;81;;;;;;
38134;10899;81113;CC;24/08/19;101;;;;;;
38135;10909;78818;CC;24/08/19;115;;;;;;
38136;10933;73866;CC;24/08/19;107;;;;;;
38137;11877;76537;CC;23/08/19;83;;;;;;
38138;11955;79094;CC;23/08/19;66;;;;;;
38139;12147;74362;TI;23/08/19;88;;;;;;
38140;12191;74043;CC;23/08/19;52;;;;;;
38141;12211;81058;CC;23/08/19;108;;;;;;
38142;12259;74082;CC;23/08/19;106;;;;;;
38143;10630;72922;CC;23/08/19;60;;;;;;
38144;10649;81810;CC;23/08/19;118;;;;;;
38145;10832;77633;CC;23/08/19;104;;;;;;
38146;10834;73249;CC;23/08/19;60;;;;;;
38147;10943;72350;CC;23/08/19;66;;;;;;
38148;10963;78175;CC;23/08/19;70;;;;;;
38149;10983;72129;CC;23/08/19;72;;;;;;
38150;10992;81658;CC;23/08/19;48;;;;;;
38151;11002;72885;CC;23/08/19;53;;;;;;
38152;11939;76674;CC;22/08/19;61;;;;;;
38153;12062;72378;CC;22/08/19;36;;;;;;
38154;12166;73442;CC;22/08/19;46;;;;;;
38155;12219;82061;CC;22/08/19;108;;;;;;
38156;12224;79696;CC;22/08/19;98;;;;;;
38157;10344;80670;TI;22/08/19;86;;;;;;
38158;10443;73935;CC;22/08/19;57;;;;;;
38159;10448;80292;CC;22/08/19;106;;;;;;
38160;10453;79351;CC;22/08/19;60;;;;;;
38161;10526;75213;CC;22/08/19;38;;;;;;
38162;10535;80114;CC;22/08/19;75;;;;;;
38163;10583;72169;CC;22/08/19;35;;;;;;
38164;10780;81578;CC;22/08/19;58;;;;;;
38165;10790;74143;CC;22/08/19;98;;;;;;
38166;10852;72787;CC;22/08/19;60;;;;;;
38167;10913;77775;CC;22/08/19;80;;;;;;
38168;10966;80774;CC;22/08/19;40;;;;;;
38169;11044;73282;CC;22/08/19;107;;;;;;
38170;11796;74788;CC;21/08/19;33;;;;;;
38171;11827;75607;CC;21/08/19;41;;;;;;
38172;11868;72301;CC;21/08/19;38;;;;;;
38173;12082;72877;CC;21/08/19;64;;;;;;
38174;12091;75528;TI;21/08/19;43;;;;;;
38175;12110;75476;CC;21/08/19;107;;;;;;
38176;10597;78706;TI;21/08/19;66;;;;;;
38177;10610;81477;CC;21/08/19;75;;;;;;
38178;10638;75230;CC;21/08/19;72;;;;;;
38179;10669;80364;CC;21/08/19;93;;;;;;
38180;10702;72797;CC;21/08/19;55;;;;;;
38181;10712;73558;CC;21/08/19;73;;;;;;
38182;10732;72477;CC;21/08/19;86;;;;;;
38183;10749;76008;CC;21/08/19;72;;;;;;
38184;10845;73340;CC;21/08/19;55;;;;;;
38185;11011;78910;CC;21/08/19;58;;;;;;
38186;11020;79290;CC;21/08/19;46;;;;;;
38187;11053;75414;CC;21/08/19;67;;;;;;
38188;11797;78217;CC;20/08/19;51;;;;;;
38189;11809;81278;CC;20/08/19;50;;;;;;
38190;11828;74994;CC;20/08/19;31;;;;;;
38191;11852;76124;CC;20/08/19;31;;;;;;
38192;11860;80506;CC;20/08/19;50;;;;;;
38193;11874;72721;CC;20/08/19;100;;;;;;
38194;11917;80533;CC;20/08/19;112;;;;;;
38195;11921;80427;CC;20/08/19;61;;;;;;
38196;11995;79598;CC;20/08/19;89;;;;;;
38197;12005;81010;CC;20/08/19;109;;;;;;
38198;12066;74674;CC;20/08/19;51;;;;;;
38199;12108;79513;CC;20/08/19;70;;;;;;
38200;12118;80077;CC;20/08/19;105;;;;;;
38201;12159;81622;CC;20/08/19;43;;;;;;
38202;12221;73496;CC;20/08/19;43;;;;;;
38203;12246;79087;CC;20/08/19;43;;;;;;
38204;10333;81958;CC;20/08/19;94;;;;;;
38205;10396;80760;CC;20/08/19;44;;;;;;
38206;10406;73483;CC;20/08/19;76;;;;;;
38207;10437;75834;TI;20/08/19;51;;;;;;
38208;10468;75027;CC;20/08/19;54;;;;;;
38209;10470;73583;CC;20/08/19;50;;;;;;
38210;10515;72403;CC;20/08/19;50;;;;;;
38211;10517;76299;CC;20/08/19;80;;;;;;
38212;10592;80430;CC;20/08/19;42;;;;;;
38213;10621;76081;CC;20/08/19;73;;;;;;
38214;10641;73705;CC;20/08/19;102;;;;;;
38215;10694;81142;CC;20/08/19;32;;;;;;
38216;10703;80869;CC;20/08/19;31;;;;;;
38217;10707;77023;CC;20/08/19;42;;;;;;
38218;10744;76811;CC;20/08/19;47;;;;;;
38219;10751;80102;CC;20/08/19;79;;;;;;
38220;10811;78312;TI;20/08/19;44;;;;;;
38221;10882;80730;CC;20/08/19;36;;;;;;
38222;10894;76106;CC;20/08/19;120;;;;;;
38223;10897;73398;CC;20/08/19;46;;;;;;
38224;10906;73816;CC;20/08/19;81;;;;;;
38225;10954;72733;CC;20/08/19;41;;;;;;
38226;10962;73224;CC;20/08/19;45;;;;;;
38227;11987;78841;CC;19/08/19;97;;;;;;
38228;11988;77896;CC;19/08/19;81;;;;;;
38229;12022;77067;CC;19/08/19;86;;;;;;
38230;12164;75259;CC;19/08/19;74;;;;;;
38231;12240;77029;CC;19/08/19;107;;;;;;
38232;10264;76726;CC;19/08/19;76;;;;;;
38233;10439;73175;CC;19/08/19;82;;;;;;
38234;10446;81145;CC;19/08/19;40;;;;;;
38235;10475;79732;CC;19/08/19;111;;;;;;
38236;10494;75073;CC;19/08/19;34;;;;;;
38237;10531;81794;CC;19/08/19;101;;;;;;
38238;10549;80715;CC;19/08/19;98;;;;;;
38239;10556;81439;CC;19/08/19;96;;;;;;
38240;10670;72494;CC;19/08/19;81;;;;;;
38241;10777;73952;CC;19/08/19;60;;;;;;
38242;10816;74307;CC;19/08/19;102;;;;;;
38243;10842;81733;CC;19/08/19;86;;;;;;
38244;10849;80874;CC;19/08/19;68;;;;;;
38245;10958;76854;CC;19/08/19;52;;;;;;
38246;10978;80915;CC;19/08/19;66;;;;;;
38247;11013;77904;CC;19/08/19;46;;;;;;
38248;11791;75060;CC;18/08/19;39;;;;;;
38249;11845;77194;CC;18/08/19;47;;;;;;
38250;11916;77550;CC;18/08/19;58;;;;;;
38251;11935;78198;CC;18/08/19;71;;;;;;
38252;11936;79460;CC;18/08/19;60;;;;;;
38253;12050;76443;CC;18/08/19;107;;;;;;
38254;12093;75893;CC;18/08/19;73;;;;;;
38255;12117;74897;CC;18/08/19;99;;;;;;
38256;10301;76393;CC;18/08/19;50;;;;;;
38257;10383;73011;CC;18/08/19;62;;;;;;
38258;10466;76406;CC;18/08/19;118;;;;;;
38259;10625;76350;CC;18/08/19;38;;;;;;
38260;10758;74410;CC;18/08/19;43;;;;;;
38261;10768;77562;CC;18/08/19;39;;;;;;
38262;10774;75560;CC;18/08/19;45;;;;;;
38263;10809;77266;CC;18/08/19;44;;;;;;
38264;10870;76404;CC;18/08/19;77;;;;;;
38265;10912;78153;CC;18/08/19;73;;;;;;
38266;11870;73201;CC;17/08/19;34;;;;;;
38267;11875;80360;CC;17/08/19;31;;;;;;
38268;11928;81438;CC;17/08/19;38;;;;;;
38269;12002;73132;CC;17/08/19;90;;;;;;
38270;12032;77909;CC;17/08/19;44;;;;;;
38271;12195;81812;CC;17/08/19;69;;;;;;
38272;12212;72709;CC;17/08/19;88;;;;;;
38273;12242;74925;CC;17/08/19;88;;;;;;
38274;10278;78965;CC;17/08/19;110;;;;;;
38275;10287;76968;CC;17/08/19;102;;;;;;
38276;10341;74438;CC;17/08/19;106;;;;;;
38277;10400;74482;CC;17/08/19;63;;;;;;
38278;10421;77055;CC;17/08/19;73;;;;;;
38279;10511;78455;CC;17/08/19;68;;;;;;
38280;10644;78687;CC;17/08/19;106;;;;;;
38281;10781;78746;CC;17/08/19;100;;;;;;
38282;10801;79010;CC;17/08/19;71;;;;;;
38283;10898;74010;CC;17/08/19;45;;;;;;
38284;10914;79744;CC;17/08/19;76;;;;;;
38285;10968;73007;CC;17/08/19;72;;;;;;
38286;10973;80458;CC;17/08/19;70;;;;;;
38287;11055;72713;CC;17/08/19;44;;;;;;
38288;11057;78018;CC;17/08/19;117;;;;;;
38289;11060;72574;CC;17/08/19;86;;;;;;
38290;11780;77099;CC;16/08/19;51;;;;;;
38291;11820;78725;CC;16/08/19;48;;;;;;
38292;11829;73852;CC;16/08/19;54;;;;;;
38293;12064;75283;CC;16/08/19;61;;;;;;
38294;12227;80267;CC;16/08/19;40;;;;;;
38295;10291;77513;CC;16/08/19;83;;;;;;
38296;10393;76244;CC;16/08/19;69;;;;;;
38297;10467;74859;TI;16/08/19;54;;;;;;
38298;10493;81455;CC;16/08/19;44;;;;;;
38299;10503;79950;CC;16/08/19;61;;;;;;
38300;10505;79370;CC;16/08/19;38;;;;;;
38301;10557;77836;CC;16/08/19;106;;;;;;
38302;10604;76438;CC;16/08/19;58;;;;;;
38303;10618;79841;CC;16/08/19;59;;;;;;
38304;10632;73670;CC;16/08/19;36;;;;;;
38305;10673;73313;CC;16/08/19;32;;;;;;
38306;10879;78178;CC;16/08/19;103;;;;;;
38307;10986;74463;CC;16/08/19;80;;;;;;
38308;11771;78787;CC;15/08/19;37;;;;;;
38309;11774;82044;CC;15/08/19;54;;;;;;
38310;11871;73634;CC;15/08/19;109;;;;;;
38311;11912;77805;CC;15/08/19;113;;;;;;
38312;12001;75935;CC;15/08/19;39;;;;;;
38313;12045;72818;CC;15/08/19;94;;;;;;
38314;12168;75067;CC;15/08/19;39;;;;;;
38315;12200;77258;CC;15/08/19;55;;;;;;
38316;10343;76765;CC;15/08/19;69;;;;;;
38317;10345;82048;CC;15/08/19;95;;;;;;
38318;10405;76607;CC;15/08/19;39;;;;;;
38319;10423;76679;CC;15/08/19;59;;;;;;
38320;10492;79977;CC;15/08/19;117;;;;;;
38321;10574;81088;CC;15/08/19;73;;;;;;
38322;10645;80716;CC;15/08/19;100;;;;;;
38323;10675;78514;CC;15/08/19;87;;;;;;
38324;10754;79085;CC;15/08/19;58;;;;;;
38325;10797;81038;CC;15/08/19;84;;;;;;
38326;10821;77963;CC;15/08/19;92;;;;;;
38327;11813;76151;CC;14/08/19;50;;;;;;
38328;11863;72585;CC;14/08/19;56;;;;;;
38329;11886;75598;CC;14/08/19;76;;;;;;
38330;12000;78897;CC;14/08/19;101;;;;;;
38331;12232;72386;CC;14/08/19;88;;;;;;
38332;12235;72848;CC;14/08/19;101;;;;;;
38333;10286;72883;CC;14/08/19;39;;;;;;
38334;10360;73467;CC;14/08/19;110;;;;;;
38335;10364;73883;CC;14/08/19;77;;;;;;
38336;10403;78767;CC;14/08/19;60;;;;;;
38337;10418;72456;CC;14/08/19;106;;;;;;
38338;10479;80167;CC;14/08/19;37;;;;;;
38339;10553;77912;CC;14/08/19;86;;;;;;
38340;10672;75136;CC;14/08/19;35;;;;;;
38341;10789;72513;CC;14/08/19;75;;;;;;
38342;10869;72988;CC;14/08/19;40;;;;;;
38343;10934;78088;CC;14/08/19;117;;;;;;
38344;10965;80343;CC;14/08/19;53;;;;;;
38345;10990;74646;CC;14/08/19;33;;;;;;
38346;10998;81724;CC;14/08/19;63;;;;;;
38347;11913;80823;CC;13/08/19;57;;;;;;
38348;11930;78610;CC;13/08/19;60;;;;;;
38349;11958;78387;CC;13/08/19;86;;;;;;
38350;10303;82038;CC;13/08/19;53;;;;;;
38351;10326;80918;CC;13/08/19;120;;;;;;
38352;10386;77274;CC;13/08/19;105;;;;;;
38353;10395;78257;CC;13/08/19;39;;;;;;
38354;10464;76562;CC;13/08/19;71;;;;;;
38355;10484;76251;CC;13/08/19;33;;;;;;
38356;10544;73869;CC;13/08/19;79;;;;;;
38357;10578;75542;CC;13/08/19;113;;;;;;
38358;10741;81331;CC;13/08/19;76;;;;;;
38359;10760;78766;CC;13/08/19;105;;;;;;
38360;10770;72285;CC;13/08/19;93;;;;;;
38361;10788;78960;CC;13/08/19;52;;;;;;
38362;10949;72578;CC;13/08/19;68;;;;;;
38363;11026;76571;CC;13/08/19;85;;;;;;
38364;11817;79258;CC;12/08/19;55;;;;;;
38365;11961;79820;CC;12/08/19;69;;;;;;
38366;12012;73276;CC;12/08/19;83;;;;;;
38367;12139;73367;CC;12/08/19;55;;;;;;
38368;12198;78692;CC;12/08/19;72;;;;;;
38369;10349;76712;CC;12/08/19;113;;;;;;
38370;10379;75888;CC;12/08/19;45;;;;;;
38371;10390;72860;CC;12/08/19;53;;;;;;
38372;10402;80304;CC;12/08/19;77;;;;;;
38373;10510;75678;CC;12/08/19;38;;;;;;
38374;10540;78456;CC;12/08/19;49;;;;;;
38375;10547;76762;CC;12/08/19;31;;;;;;
38376;10656;76004;CC;12/08/19;67;;;;;;
38377;10726;81504;CC;12/08/19;99;;;;;;
38378;10738;72273;CC;12/08/19;98;;;;;;
38379;10750;77859;CC;12/08/19;31;;;;;;
38380;10951;80310;CC;12/08/19;111;;;;;;
38381;10972;81297;CC;12/08/19;80;;;;;;
38382;11032;77751;CC;12/08/19;110;;;;;;
38383;11833;80143;CC;11/08/19;38;;;;;;
38384;11854;78512;CC;11/08/19;45;;;;;;
38385;12019;72337;CC;11/08/19;76;;;;;;
38386;12218;80998;CC;11/08/19;40;;;;;;
38387;10352;75077;CC;11/08/19;70;;;;;;
38388;10489;81468;CC;11/08/19;80;;;;;;
38389;10507;80193;CC;11/08/19;86;;;;;;
38390;10633;80718;CC;11/08/19;86;;;;;;
38391;10664;80555;CC;11/08/19;38;;;;;;
38392;10814;80960;CC;11/08/19;113;;;;;;
38393;10839;79036;CC;11/08/19;41;;;;;;
38394;10846;79703;CC;11/08/19;83;;;;;;
38395;10848;74822;CC;11/08/19;61;;;;;;
38396;10851;74900;CC;11/08/19;51;;;;;;
38397;10857;76760;CC;11/08/19;71;;;;;;
38398;10871;76283;CC;11/08/19;65;;;;;;
38399;10889;75322;CC;11/08/19;63;;;;;;
38400;10903;80333;CC;11/08/19;65;;;;;;
38401;10910;77553;CC;11/08/19;107;;;;;;
38402;10955;73885;TI;11/08/19;100;;;;;;
38403;11005;81022;CC;11/08/19;115;;;;;;
38404;11012;80442;CC;11/08/19;82;;;;;;
38405;11778;76857;CC;10/08/19;50;;;;;;
38406;11793;79255;CC;10/08/19;56;;;;;;
38407;11804;80855;CC;10/08/19;36;;;;;;
38408;11818;75985;CC;10/08/19;44;;;;;;
38409;12030;80356;CC;10/08/19;84;;;;;;
38410;12192;77931;CC;10/08/19;70;;;;;;
38411;10310;73461;CC;10/08/19;39;;;;;;
38412;10348;73306;CC;10/08/19;61;;;;;;
38413;10488;76692;CC;10/08/19;33;;;;;;
38414;10682;76575;CC;10/08/19;52;;;;;;
38415;10810;72290;CC;10/08/19;34;;;;;;
38416;10847;74787;CC;10/08/19;49;;;;;;
38417;10874;73738;CC;10/08/19;102;;;;;;
38418;10919;81859;CC;10/08/19;93;;;;;;
38419;10967;76027;CC;10/08/19;103;;;;;;
38420;11843;73786;CC;9/08/19;59;;;;;;
38421;11949;81948;CC;9/08/19;65;;;;;;
38422;11953;81835;CC;9/08/19;44;;;;;;
38423;12090;76647;CC;9/08/19;63;;;;;;
38424;10281;72996;CC;9/08/19;71;;;;;;
38425;10305;79823;CC;9/08/19;89;;;;;;
38426;10359;80276;CC;9/08/19;47;;;;;;
38427;10461;78624;CC;9/08/19;31;;;;;;
38428;10543;77897;CC;9/08/19;73;;;;;;
38429;10647;78661;CC;9/08/19;111;;;;;;
38430;10663;81213;CC;9/08/19;89;;;;;;
38431;10713;75173;CC;9/08/19;118;;;;;;
38432;10728;75091;CC;9/08/19;104;;;;;;
38433;10731;80431;CC;9/08/19;106;;;;;;
38434;10742;80135;CC;9/08/19;84;;;;;;
38435;10787;80472;CC;9/08/19;41;;;;;;
38436;10946;79166;CC;9/08/19;41;;;;;;
38437;10994;75514;CC;9/08/19;84;;;;;;
38438;11017;80778;CC;9/08/19;52;;;;;;
38439;11803;78868;CC;8/08/19;56;;;;;;
38440;11810;81449;CC;8/08/19;32;;;;;;
38441;11838;78265;CC;8/08/19;45;;;;;;
38442;11844;73948;CC;8/08/19;32;;;;;;
38443;11862;74502;CC;8/08/19;96;;;;;;
38444;11878;80865;CC;8/08/19;93;;;;;;
38445;11992;78106;CC;8/08/19;62;;;;;;
38446;12068;73034;CC;8/08/19;94;;;;;;
38447;12111;78893;CC;8/08/19;47;;;;;;
38448;12112;81293;CC;8/08/19;76;;;;;;
38449;12114;77191;CC;8/08/19;118;;;;;;
38450;12250;80519;CC;8/08/19;94;;;;;;
38451;12253;80700;CC;8/08/19;77;;;;;;
38452;10296;72528;CC;8/08/19;65;;;;;;
38453;10302;73765;CC;8/08/19;78;;;;;;
38454;10340;80115;CC;8/08/19;62;;;;;;
38455;10346;72436;CC;8/08/19;83;;;;;;
38456;10356;74694;CC;8/08/19;49;;;;;;
38457;10444;72271;CC;8/08/19;86;;;;;;
38458;10458;73205;CC;8/08/19;54;;;;;;
38459;10485;76727;CC;8/08/19;48;;;;;;
38460;10570;75820;CC;8/08/19;110;;;;;;
38461;10667;77379;CC;8/08/19;41;;;;;;
38462;10679;81911;CC;8/08/19;94;;;;;;
38463;10681;77898;CC;8/08/19;83;;;;;;
38464;10686;76643;CC;8/08/19;120;;;;;;
38465;10969;73761;CC;8/08/19;109;;;;;;
38466;11028;79963;CC;8/08/19;84;;;;;;
38467;11762;77692;CC;7/08/19;51;;;;;;
38468;11782;82035;CC;7/08/19;41;;;;;;
38469;11794;72224;CC;7/08/19;57;;;;;;
38470;11853;72846;CC;7/08/19;51;;;;;;
38471;11906;79767;CC;7/08/19;99;;;;;;
38472;11934;75681;CC;7/08/19;106;;;;;;
38473;12087;73153;CC;7/08/19;35;;;;;;
38474;12099;81629;CC;7/08/19;71;;;;;;
38475;12126;77218;CC;7/08/19;77;;;;;;
38476;10407;77702;CC;7/08/19;32;;;;;;
38477;10433;75718;CC;7/08/19;38;;;;;;
38478;10462;75929;CC;7/08/19;67;;;;;;
38479;10565;80239;CC;7/08/19;42;;;;;;
38480;10730;74348;CC;7/08/19;85;;;;;;
38481;10873;75555;CC;7/08/19;71;;;;;;
38482;10980;77073;CC;7/08/19;113;;;;;;
38483;11003;77025;CC;7/08/19;106;;;;;;
38484;11027;78194;CC;7/08/19;52;;;;;;
38485;11788;80056;CC;6/08/19;60;;;;;;
38486;11798;73211;CC;6/08/19;59;;;;;;
38487;11900;81212;CC;6/08/19;38;;;;;;
38488;11963;72838;CC;6/08/19;111;;;;;;
38489;11970;81507;CC;6/08/19;80;;;;;;
38490;12021;80886;CC;6/08/19;120;;;;;;
38491;12023;79554;CC;6/08/19;86;;;;;;
38492;12027;79660;CC;6/08/19;85;;;;;;
38493;12104;81548;CC;6/08/19;34;;;;;;
38494;12237;77142;CC;6/08/19;71;;;;;;
38495;10445;81014;CC;6/08/19;111;;;;;;
38496;10648;78292;CC;6/08/19;103;;;;;;
38497;10662;75984;CC;6/08/19;83;;;;;;
38498;10825;72475;CC;6/08/19;75;;;;;;
38499;10836;74194;CC;6/08/19;65;;;;;;
38500;10858;76355;CC;6/08/19;94;;;;;;
38501;10917;75808;CC;6/08/19;55;;;;;;
38502;10941;72127;CC;6/08/19;60;;;;;;
38503;10961;74847;CC;6/08/19;36;;;;;;
38504;11021;80634;CC;6/08/19;70;;;;;;
38505;11050;75930;CC;6/08/19;90;;;;;;
38506;11765;75036;CC;5/08/19;58;;;;;;
38507;11783;80149;CC;5/08/19;45;;;;;;
38508;11814;81288;CC;5/08/19;35;;;;;;
38509;11954;81858;CC;5/08/19;59;;;;;;
38510;12053;78507;CC;5/08/19;69;;;;;;
38511;12148;81800;TI;5/08/19;35;;;;;;
38512;12160;76395;CC;5/08/19;65;;;;;;
38513;12258;77202;CC;5/08/19;93;;;;;;
38514;10311;77511;CC;5/08/19;43;;;;;;
38515;10335;78358;CC;5/08/19;35;;;;;;
38516;10351;80810;CC;5/08/19;119;;;;;;
38517;10426;75183;CC;5/08/19;58;;;;;;
38518;10564;76337;CC;5/08/19;110;;;;;;
38519;10639;77906;CC;5/08/19;73;;;;;;
38520;10729;72189;CC;5/08/19;72;;;;;;
38521;10740;72400;CC;5/08/19;31;;;;;;
38522;10813;72211;CC;5/08/19;99;;;;;;
38523;10928;80901;CC;5/08/19;65;;;;;;
38524;11016;79503;CC;5/08/19;77;;;;;;
38525;11776;78539;CC;4/08/19;36;;;;;;
38526;11825;73005;CC;4/08/19;55;;;;;;
38527;11887;77225;CC;4/08/19;115;;;;;;
38528;11904;76025;CC;4/08/19;87;;;;;;
38529;11976;80471;TI;4/08/19;117;;;;;;
38530;11984;75656;CC;4/08/19;80;;;;;;
38531;12072;76210;CC;4/08/19;94;;;;;;
38532;12077;77770;CC;4/08/19;67;;;;;;
38533;12083;79250;CC;4/08/19;90;;;;;;
