IDALOJAMIENTO,DIRECCION,NUMHABITACION,TIPOHABITACION,TIPOOPHAB
2690,8920 Graedel Court,23,Compartida,ViviendaUniv
2691,53 Hayes Hill,107,Compartida,ViviendaUniv
2692,03 Shoshone Pass,57,Compartida,ViviendaUniv
2693,9 Division Alley,0513,Compartida,ViviendaUniv
2694,31 Moulton Point,0,Compartida,ViviendaUniv
2695,1023 Canary Way,223,Compartida,ViviendaUniv
2696,3 Meadow Valley Drive,7452,Compartida,ViviendaUniv
2697,5247 Gina Alley,26,Compartida,ViviendaUniv
2698,66 Burning Wood Park,5,Compartida,ViviendaUniv
2699,030 Dovetail Road,8072,Compartida,ViviendaUniv
2700,748 Moulton Place,6,Compartida,ViviendaUniv
2701,45 Lotheville Terrace,70776,Compartida,ViviendaUniv
2702,602 Lukken Hill,59,Compartida,ViviendaUniv
2703,19 Wayridge Parkway,6,Compartida,ViviendaUniv
2704,957 Jackson Junction,87,Compartida,ViviendaUniv
2705,01348 Fallview Terrace,172,Compartida,ViviendaUniv
2706,41 Nevada Park,85489,Compartida,ViviendaUniv
2707,80590 Saint Paul Parkway,89,Compartida,ViviendaUniv
2708,6 Merchant Hill,21413,Compartida,ViviendaUniv
2709,37 Rowland Parkway,3,Compartida,ViviendaUniv
2710,233 Kensington Park,8519,Compartida,ViviendaUniv
2711,74 School Court,238,Compartida,ViviendaUniv
2712,026 Prairieview Parkway,7,Compartida,ViviendaUniv
2713,52 Kensington Point,5104,Compartida,ViviendaUniv
2714,78 Oakridge Junction,492,Compartida,ViviendaUniv
2715,5975 Express Road,972,Compartida,ViviendaUniv
2716,35 Loomis Junction,385,Compartida,ViviendaUniv
2717,61 Mcbride Park,5,Compartida,ViviendaUniv
2718,501 Prairie Rose Avenue,62520,Compartida,ViviendaUniv
2719,651 Holy Cross Trail,0455,Compartida,ViviendaUniv
2720,5 Westerfield Avenue,140,Compartida,ViviendaUniv
2721,0810 Di Loreto Hill,8,Compartida,ViviendaUniv
2722,6 La Follette Lane,3,Compartida,ViviendaUniv
2723,42126 West Hill,44,Compartida,ViviendaUniv
2724,676 East Hill,843,Compartida,ViviendaUniv
2725,7367 Becker Way,28599,Compartida,ViviendaUniv
2726,16 Debra Point,992,Compartida,ViviendaUniv
2727,4996 Portage Point,5,Compartida,ViviendaUniv
2728,07521 Division Crossing,414,Compartida,ViviendaUniv
2729,2510 Ruskin Hill,8,Compartida,ViviendaUniv
2730,2829 Forest Run Trail,320,Compartida,ViviendaUniv
2731,2927 Rutledge Terrace,51,Compartida,ViviendaUniv
2732,7468 Rutledge Hill,6,Compartida,ViviendaUniv
2733,733 Rigney Alley,21618,Compartida,ViviendaUniv
2734,0718 Cambridge Place,449,Compartida,ViviendaUniv
2735,42244 Kingsford Crossing,2239,Compartida,ViviendaUniv
2736,65933 Anzinger Alley,1,Compartida,ViviendaUniv
2737,7 Schurz Terrace,53,Compartida,ViviendaUniv
2738,3 2nd Court,02872,Compartida,ViviendaUniv
2739,4376 Morrow Parkway,11,Compartida,ViviendaUniv
2740,0683 Heffernan Way,2069,Compartida,ViviendaUniv
2741,0 Hooker Trail,58939,Compartida,ViviendaUniv
2742,72370 Bowman Pass,0,Compartida,ViviendaUniv
2743,43 Del Mar Hill,69559,Compartida,ViviendaUniv
2744,02910 8th Plaza,292,Compartida,ViviendaUniv
2745,4 Hagan Circle,19038,Compartida,ViviendaUniv
2746,72228 Kipling Court,93,Compartida,ViviendaUniv
2747,87827 Hansons Street,794,Compartida,ViviendaUniv
2748,1361 Saint Paul Junction,21,Compartida,ViviendaUniv
2749,9760 Brentwood Drive,85,Compartida,ViviendaUniv
2750,71431 Quincy Avenue,19,Compartida,ViviendaUniv
2751,15607 Walton Parkway,7,Compartida,ViviendaUniv
2752,66 Onsgard Pass,55,Compartida,ViviendaUniv
2753,6922 Lotheville Circle,689,Compartida,ViviendaUniv
2754,93725 Brown Park,4,Compartida,ViviendaUniv
2755,7 Dexter Pass,7894,Compartida,ViviendaUniv
2756,56 Sachs Circle,6215,Compartida,ViviendaUniv
2757,11033 Marquette Lane,39,Compartida,ViviendaUniv
2758,603 Londonderry Place,26,Compartida,ViviendaUniv
2759,316 Crescent Oaks Street,0,Compartida,ViviendaUniv
2760,06359 Duke Pass,58029,Compartida,ViviendaUniv
2761,15302 Mosinee Terrace,9,Compartida,ViviendaUniv
2762,54 Nancy Hill,9,Compartida,ViviendaUniv
2763,5377 Hermina Way,1063,Compartida,ViviendaUniv
2764,77565 Doe Crossing Avenue,90676,Compartida,ViviendaUniv
2765,6 Hagan Terrace,317,Compartida,ViviendaUniv
2766,19 Pleasure Center,00,Compartida,ViviendaUniv
2767,82 Cody Plaza,011,Compartida,ViviendaUniv
2768,24 Goodland Place,8,Compartida,ViviendaUniv
2769,3819 Cordelia Drive,1049,Compartida,ViviendaUniv
2770,39468 Harbort Street,40799,Compartida,ViviendaUniv
2771,4 Pepper Wood Trail,3097,Compartida,ViviendaUniv
2772,874 Havey Circle,2,Compartida,ViviendaUniv
2773,21 Lighthouse Bay Court,70,Compartida,ViviendaUniv
2774,055 Amoth Plaza,4,Compartida,ViviendaUniv
2775,01103 Loomis Way,843,Compartida,ViviendaUniv
2776,574 Commercial Park,36585,Compartida,ViviendaUniv
2777,4 Raven Trail,25,Compartida,ViviendaUniv
2778,6 Little Fleur Place,663,Compartida,ViviendaUniv
2779,159 Nevada Crossing,92376,Compartida,ViviendaUniv
2780,3757 Texas Lane,31,Compartida,ViviendaUniv
2781,563 Lakeland Road,483,Compartida,ViviendaUniv
2782,9 Harper Center,1623,Compartida,ViviendaUniv
2783,7300 8th Parkway,5042,Compartida,ViviendaUniv
2784,459 Riverside Terrace,8,Compartida,ViviendaUniv
2785,27633 Hazelcrest Alley,7,Compartida,ViviendaUniv
2786,90 Village Point,681,Compartida,ViviendaUniv
2787,76 Buell Lane,1772,Compartida,ViviendaUniv
2788,65 Burning Wood Park,21,Compartida,ViviendaUniv
2789,07464 Lakewood Plaza,74,Compartida,ViviendaUniv
2790,0977 Portage Drive,82,Compartida,ViviendaUniv
2791,30597 Rutledge Terrace,726,Compartida,ViviendaUniv
2792,4 Lake View Center,3710,Compartida,ViviendaUniv
2793,95 Blackbird Junction,8854,Compartida,ViviendaUniv
2794,74033 Cody Lane,4594,Compartida,ViviendaUniv
2795,3109 Huxley Park,03,Compartida,ViviendaUniv
2796,0857 Melvin Park,374,Compartida,ViviendaUniv
2797,29 Katie Terrace,19,Compartida,ViviendaUniv
2798,6536 Hansons Crossing,5896,Compartida,ViviendaUniv
2799,8625 Northview Court,848,Compartida,ViviendaUniv
2800,83 Del Sol Terrace,71,Compartida,ViviendaUniv
2801,19246 Fair Oaks Junction,01,Compartida,ViviendaUniv
2802,88038 Gateway Court,1980,Compartida,ViviendaUniv
2803,64 Carberry Terrace,1,Compartida,ViviendaUniv
2804,4197 Mariners Cove Place,3183,Compartida,ViviendaUniv
2805,9320 Carberry Trail,97848,Compartida,ViviendaUniv
2806,72 Bartillon Hill,0,Compartida,ViviendaUniv
2807,817 Pearson Circle,14,Compartida,ViviendaUniv
2808,2430 Old Gate Point,3884,Compartida,ViviendaUniv
2809,97117 Shelley Trail,701,Compartida,ViviendaUniv
2810,3 Forest Dale Hill,4,Compartida,ViviendaUniv
2811,28 6th Street,373,Compartida,ViviendaUniv
2812,49860 Debs Place,7,Compartida,ViviendaUniv
2813,92 Pierstorff Trail,1,Compartida,ViviendaUniv
2814,7 Claremont Trail,357,Compartida,ViviendaUniv
2815,303 Red Cloud Street,9826,Compartida,ViviendaUniv
2816,3 Birchwood Drive,0,Compartida,ViviendaUniv
2817,4124 Hoepker Circle,6,Compartida,ViviendaUniv
2818,0 Golden Leaf Place,78,Compartida,ViviendaUniv
2819,02555 Vera Crossing,7,Compartida,ViviendaUniv
2820,3424 Eliot Road,2,Compartida,ViviendaUniv
2821,91799 Doe Crossing Avenue,6579,Compartida,ViviendaUniv
2822,6 Jackson Junction,691,Compartida,ViviendaUniv
2823,8252 Springs Trail,624,Compartida,ViviendaUniv
2824,40812 Coleman Parkway,25724,Compartida,ViviendaUniv
2825,938 Warner Park,67,Compartida,ViviendaUniv
2826,8286 Farragut Pass,1,Compartida,ViviendaUniv
2827,7535 Oak Valley Court,75359,Compartida,ViviendaUniv
2828,506 Lillian Plaza,2,Compartida,ViviendaUniv
2829,97518 Gateway Road,5126,Compartida,ViviendaUniv
2830,7472 Nobel Hill,48,Compartida,ViviendaUniv
2831,45 Steensland Center,57,Compartida,ViviendaUniv
2832,20 Darwin Plaza,8974,Compartida,ViviendaUniv
2833,72751 Riverside Park,48340,Compartida,ViviendaUniv
2834,2 West Pass,627,Compartida,ViviendaUniv
2835,9918 Chive Avenue,39,Compartida,ViviendaUniv
2836,47 Sauthoff Way,9,Compartida,ViviendaUniv
2837,52 Tomscot Plaza,4,Compartida,ViviendaUniv
2838,5406 Ryan Lane,644,Compartida,ViviendaUniv
2839,65603 Mcbride Circle,683,Compartida,ViviendaUniv
2840,7160 Messerschmidt Center,2,Compartida,ViviendaUniv
2841,793 Kim Junction,48,Compartida,ViviendaUniv
2842,5 Anthes Road,3,Compartida,ViviendaUniv
2843,0 Warbler Lane,45403,Compartida,ViviendaUniv
2844,16 7th Hill,60333,Compartida,ViviendaUniv
2845,81 Toban Junction,649,Compartida,ViviendaUniv
2846,333 Corry Circle,97,Compartida,ViviendaUniv
2847,2 Sauthoff Park,84408,Compartida,ViviendaUniv
2848,3 Del Mar Crossing,62,Compartida,ViviendaUniv
2849,736 Holmberg Road,95183,Compartida,ViviendaUniv
2850,2067 Buhler Court,77169,Compartida,ViviendaUniv
2851,837 Summerview Lane,658,Compartida,ViviendaUniv
2852,768 Waubesa Point,511,Compartida,ViviendaUniv
2853,3 Dayton Park,0645,Compartida,ViviendaUniv
2854,09 Hauk Crossing,022,Compartida,ViviendaUniv
2855,4 Twin Pines Trail,39,Compartida,ViviendaUniv
2856,23 Corry Junction,5834,Compartida,ViviendaUniv
2857,998 Pearson Circle,50,Compartida,ViviendaUniv
2858,49602 Melrose Park,6,Compartida,ViviendaUniv
2859,78636 Hazelcrest Pass,9804,Compartida,ViviendaUniv
2860,51246 Hauk Park,50178,Compartida,ViviendaUniv
2861,273 Union Road,363,Compartida,ViviendaUniv
2862,39776 Union Plaza,20,Compartida,ViviendaUniv
2863,4 Briar Crest Drive,29,Compartida,ViviendaUniv
2864,3415 Atwood Crossing,13333,Compartida,ViviendaUniv
2865,509 Donald Park,520,Compartida,ViviendaUniv
2866,1447 Park Meadow Terrace,517,Compartida,ViviendaUniv
2867,59 Sachs Crossing,994,Compartida,ViviendaUniv
2868,5294 Bluestem Place,12,Compartida,ViviendaUniv
2869,01 Donald Circle,088,Compartida,ViviendaUniv
2870,77668 Westport Way,3,Compartida,ViviendaUniv
2871,93 Amoth Trail,3471,Compartida,ViviendaUniv
2872,0216 Green Ridge Plaza,4,Compartida,ViviendaUniv
2873,976 7th Pass,4882,Compartida,ViviendaUniv
2874,83 Walton Point,64,Compartida,ViviendaUniv
2875,79486 Alpine Circle,5,Compartida,ViviendaUniv
2876,7477 Delladonna Street,9862,Compartida,ViviendaUniv
2877,8 Meadow Valley Circle,970,Compartida,ViviendaUniv
2878,2591 Roth Parkway,012,Compartida,ViviendaUniv
2879,34 Annamark Parkway,17443,Compartida,ViviendaUniv
2880,90 Hauk Alley,2671,Compartida,ViviendaUniv
2881,865 Hayes Point,8024,Compartida,ViviendaUniv
2882,49 Morrow Parkway,23436,Compartida,ViviendaUniv
2883,7 Waubesa Court,0828,Compartida,ViviendaUniv
2884,4 Barnett Place,9,Compartida,ViviendaUniv
2885,36 Mallard Place,3780,Compartida,ViviendaUniv
2886,1 Mcbride Court,0834,Compartida,ViviendaUniv
2887,3 Farwell Terrace,38,Compartida,ViviendaUniv
2888,936 Service Pass,851,Compartida,ViviendaUniv
2889,951 Mariners Cove Lane,0,Compartida,ViviendaUniv
2890,8 Morning Pass,94,Compartida,ViviendaUniv
2891,172 Cardinal Terrace,7,Compartida,ViviendaUniv
2892,3081 Bonner Point,8,Compartida,ViviendaUniv
2893,68273 Summit Park,0296,Compartida,ViviendaUniv
2894,7167 5th Pass,590,Compartida,ViviendaUniv
2895,67 Eliot Circle,80,Compartida,ViviendaUniv
2896,946 Waubesa Center,1791,Compartida,ViviendaUniv
2897,7 Susan Park,9264,Compartida,ViviendaUniv
2898,360 Vermont Road,0924,Compartida,ViviendaUniv
2899,52126 Michigan Alley,796,Compartida,ViviendaUniv
2900,2330 Oak Valley Center,3431,Compartida,ViviendaUniv
2901,00 Arkansas Street,1,Compartida,ViviendaUniv
2902,0 Reinke Junction,7,Compartida,ViviendaUniv
2903,230 Crest Line Plaza,90,Compartida,ViviendaUniv
2904,7 Debra Alley,885,Compartida,ViviendaUniv
2905,6 Hovde Trail,4,Compartida,ViviendaUniv
2906,3318 Bluestem Alley,7831,Compartida,ViviendaUniv
2907,5863 Vahlen Circle,769,Compartida,ViviendaUniv
2908,821 Derek Way,967,Compartida,ViviendaUniv
2909,6 Darwin Pass,6,Compartida,ViviendaUniv
2910,154 Heath Drive,98,Compartida,ViviendaUniv
2911,0721 Tomscot Pass,8982,Compartida,ViviendaUniv
2912,448 Oakridge Junction,5,Compartida,ViviendaUniv
2913,978 Packers Junction,9,Compartida,ViviendaUniv
2914,99951 Artisan Alley,01,Compartida,ViviendaUniv
2915,58 Mcbride Crossing,890,Compartida,ViviendaUniv
2916,306 Northfield Parkway,7717,Compartida,ViviendaUniv
2917,73 Park Meadow Avenue,9,Compartida,ViviendaUniv
2918,102 Village Green Alley,068,Compartida,ViviendaUniv
2919,4 Golf Course Plaza,345,Compartida,ViviendaUniv
2920,21256 Sutherland Way,5,Compartida,ViviendaUniv
2921,9 New Castle Avenue,49,Compartida,ViviendaUniv
2922,09527 Hooker Lane,91,Compartida,ViviendaUniv
2923,25264 Dakota Court,7438,Compartida,ViviendaUniv
2924,316 Basil Street,9740,Compartida,ViviendaUniv
2925,21 Luster Pass,71,Compartida,ViviendaUniv
2926,240 Northport Plaza,71,Compartida,ViviendaUniv
2927,5770 Sullivan Parkway,8229,Compartida,ViviendaUniv
2928,2347 Prairieview Lane,22689,Compartida,ViviendaUniv
2929,639 Hauk Road,916,Compartida,ViviendaUniv
2930,965 Crownhardt Point,970,Compartida,ViviendaUniv
2931,92224 Kingsford Avenue,0,Compartida,ViviendaUniv
2932,51590 Steensland Court,895,Compartida,ViviendaUniv
2933,28 Waywood Crossing,7,Compartida,ViviendaUniv
2934,3 Lotheville Pass,78,Compartida,ViviendaUniv
2935,12 Calypso Parkway,9,Compartida,ViviendaUniv
2936,30 Village Street,0821,Compartida,ViviendaUniv
2937,165 Merrick Court,4,Compartida,ViviendaUniv
2938,00 Kedzie Avenue,29,Compartida,ViviendaUniv
2939,26 Oneill Park,2,Compartida,ViviendaUniv
2940,401 Myrtle Circle,82,Compartida,ViviendaUniv
2941,442 Maple Wood Circle,39351,Compartida,ViviendaUniv
2942,94 Towne Center,89,Compartida,ViviendaUniv
2943,169 Lunder Lane,595,Compartida,ViviendaUniv
2944,27 Crescent Oaks Place,0,Compartida,ViviendaUniv
2945,375 Calypso Hill,18,Compartida,ViviendaUniv
2946,94540 Vahlen Drive,9,Compartida,ViviendaUniv
2947,1 Merchant Alley,3,Compartida,ViviendaUniv
2948,5273 Laurel Parkway,08,Compartida,ViviendaUniv
2949,10302 Sunfield Parkway,33579,Compartida,ViviendaUniv
2950,5 Porter Crossing,95516,Compartida,ViviendaUniv
2951,484 Rockefeller Street,02,Compartida,ViviendaUniv
2952,54363 Comanche Parkway,33,Compartida,ViviendaUniv
2953,11941 North Street,16,Compartida,ViviendaUniv
2954,541 Sunnyside Park,0,Compartida,ViviendaUniv
2955,422 Florence Park,52384,Compartida,ViviendaUniv
2956,2 Petterle Court,61183,Compartida,ViviendaUniv
2957,15441 Glacier Hill Hill,9010,Compartida,ViviendaUniv
2958,39 Becker Terrace,4,Compartida,ViviendaUniv
2959,2 Independence Alley,6622,Compartida,ViviendaUniv
2960,752 Spohn Trail,25839,Compartida,ViviendaUniv
2961,0 Mallory Lane,57,Compartida,ViviendaUniv
2962,52577 Lerdahl Center,7597,Compartida,ViviendaUniv
2963,85 Meadow Valley Lane,88,Compartida,ViviendaUniv
2964,920 Bashford Alley,49282,Compartida,ViviendaUniv
2965,9755 Evergreen Point,5000,Compartida,ViviendaUniv
2966,2 Birchwood Lane,0163,Compartida,ViviendaUniv
2967,58833 Swallow Crossing,82,Compartida,ViviendaUniv
2968,86113 Kensington Way,44390,Compartida,ViviendaUniv
2969,323 Kenwood Park,99,Compartida,ViviendaUniv
2970,765 Delaware Park,34,Compartida,ViviendaUniv
2971,155 Trailsway Lane,854,Compartida,ViviendaUniv
2972,0 Kipling Road,25,Compartida,ViviendaUniv
2973,84 Mariners Cove Plaza,43064,Compartida,ViviendaUniv
2974,31 Carberry Road,11,Compartida,ViviendaUniv
2975,29519 Chive Plaza,6,Compartida,ViviendaUniv
2976,0554 Haas Way,79,Compartida,ViviendaUniv
2977,48297 Blue Bill Park Junction,9985,Compartida,ViviendaUniv
2978,811 Old Gate Hill,32,Compartida,ViviendaUniv
2979,8476 Corry Trail,80,Compartida,ViviendaUniv
2980,55 Marcy Pass,73,Compartida,ViviendaUniv
2981,88015 Sullivan Plaza,0941,Compartida,ViviendaUniv
2982,34770 Moland Crossing,979,Compartida,ViviendaUniv
2983,3114 Washington Point,3,Compartida,ViviendaUniv
2984,6460 Kim Lane,09,Compartida,ViviendaUniv
2985,5137 Cordelia Alley,6,Compartida,ViviendaUniv
2986,0 Blackbird Pass,109,Compartida,ViviendaUniv
2987,42087 Sundown Point,3018,Compartida,ViviendaUniv
2988,9 Surrey Alley,6,Compartida,ViviendaUniv
2989,7 Rowland Place,83,Compartida,ViviendaUniv
2990,1145 Fair Oaks Place,3426,Compartida,ViviendaUniv
2991,61399 Bayside Park,3,Compartida,ViviendaUniv
2992,82 Buhler Crossing,300,Compartida,ViviendaUniv
2993,5764 Kropf Park,66,Compartida,ViviendaUniv
2994,191 Steensland Pass,2,Compartida,ViviendaUniv
2995,01 John Wall Drive,69,Compartida,ViviendaUniv
2996,08055 Hagan Crossing,79,Compartida,ViviendaUniv
2997,6987 Johnson Point,611,Compartida,ViviendaUniv
2998,5 Raven Street,5,Compartida,ViviendaUniv
2999,8 Independence Drive,0,Compartida,ViviendaUniv
3000,74727 Westridge Court,7280,Compartida,ViviendaUniv
3001,9450 Porter Trail,91,Compartida,ViviendaUniv
3002,38 Acker Way,5,Compartida,ViviendaUniv
3003,95955 Crowley Parkway,79,Compartida,ViviendaUniv
3004,7 Gulseth Park,4,Compartida,ViviendaUniv
3005,5 Fordem Lane,57,Compartida,ViviendaUniv
3006,66 Melody Parkway,9021,Compartida,ViviendaUniv
3007,0098 Washington Drive,61314,Compartida,ViviendaUniv
3008,4 Straubel Place,90,Compartida,ViviendaUniv
3009,66767 Meadow Vale Drive,00414,Compartida,ViviendaUniv
3010,7 Eliot Hill,771,Compartida,ViviendaUniv
3011,02702 Bonner Pass,819,Compartida,ViviendaUniv
3012,41 Amoth Lane,94236,Compartida,ViviendaUniv
3013,30 Esker Place,6124,Compartida,ViviendaUniv
3014,03334 Pearson Crossing,5,Compartida,ViviendaUniv
3015,2745 Dovetail Junction,3840,Compartida,ViviendaUniv
3016,8 New Castle Lane,057,Compartida,ViviendaUniv
3017,064 Meadow Vale Junction,20576,Compartida,ViviendaUniv
3018,7 Armistice Terrace,40,Compartida,ViviendaUniv
3019,82222 Graceland Park,702,Compartida,ViviendaUniv
3020,7 Lakeland Place,50,Compartida,ViviendaUniv
3021,87 Packers Plaza,9740,Compartida,ViviendaUniv
3022,68 Oakridge Avenue,4808,Compartida,ViviendaUniv
3023,03430 Fuller Center,0,Compartida,ViviendaUniv
3024,28 Fallview Parkway,3022,Compartida,ViviendaUniv
3025,329 Park Meadow Street,3407,Compartida,ViviendaUniv
3026,4 Delaware Place,4505,Compartida,ViviendaUniv
3027,084 Cordelia Crossing,2527,Compartida,ViviendaUniv
3028,44014 Dottie Drive,8508,Compartida,ViviendaUniv
3029,459 Harbort Trail,3941,Compartida,ViviendaUniv
3030,11629 Gina Court,804,Compartida,ViviendaUniv
3031,5 Norway Maple Avenue,08,Compartida,ViviendaUniv
3032,92 Debs Point,6,Compartida,ViviendaUniv
3033,90685 Hagan Drive,82029,Compartida,ViviendaUniv
3034,3159 Becker Place,05,Compartida,ViviendaUniv
3035,191 Ridgeway Drive,51,Compartida,ViviendaUniv
3036,162 Clyde Gallagher Point,23525,Compartida,ViviendaUniv
3037,1 Melvin Street,1,Compartida,ViviendaUniv
3038,4298 Darwin Way,0134,Compartida,ViviendaUniv
3039,22 Washington Way,9741,Compartida,ViviendaUniv
3040,18 Knutson Alley,748,Compartida,ViviendaUniv
3041,74075 Elka Trail,44,Compartida,ViviendaUniv
3042,1851 Monument Place,4,Compartida,ViviendaUniv
3043,22 Schiller Road,77,Compartida,ViviendaUniv
3044,12 Harbort Way,79081,Compartida,ViviendaUniv
3045,2 Green Parkway,68733,Compartida,ViviendaUniv
3046,41 Kim Park,60951,Compartida,ViviendaUniv
3047,21 Prairie Rose Drive,2,Compartida,ViviendaUniv
3048,3658 Hoepker Circle,3931,Compartida,ViviendaUniv
3049,17045 Hooker Point,27,Compartida,ViviendaUniv
3050,13195 Katie Drive,6820,Compartida,ViviendaUniv
3051,29 Myrtle Terrace,93610,Compartida,ViviendaUniv
3052,9092 Dexter Trail,94,Compartida,ViviendaUniv
3053,847 Rowland Junction,6,Compartida,ViviendaUniv
3054,095 Crowley Terrace,2543,Compartida,ViviendaUniv
3055,26643 Morning Way,877,Compartida,ViviendaUniv
3056,0951 Nelson Avenue,923,Compartida,ViviendaUniv
3057,3068 Thompson Court,71851,Compartida,ViviendaUniv
3058,5002 Clarendon Point,44,Compartida,ViviendaUniv
3059,5834 Arkansas Place,04750,Compartida,ViviendaUniv
3060,0976 Talisman Center,188,Compartida,ViviendaUniv
3061,80 Kennedy Terrace,961,Compartida,ViviendaUniv
3062,41140 Park Meadow Point,3779,Compartida,ViviendaUniv
3063,7 Heath Crossing,61265,Compartida,ViviendaUniv
3064,90 Morrow Plaza,63207,Compartida,ViviendaUniv
3065,8 Hauk Drive,5,Compartida,ViviendaUniv
3066,34 3rd Park,494,Compartida,ViviendaUniv
3067,433 Bobwhite Trail,51228,Compartida,ViviendaUniv
3068,185 Prairieview Parkway,68546,Compartida,ViviendaUniv
3069,48 Dorton Terrace,50,Compartida,ViviendaUniv
3070,5872 Forest Dale Parkway,07,Compartida,ViviendaUniv
3071,84 New Castle Alley,2608,Compartida,ViviendaUniv
3072,71 2nd Pass,68799,Compartida,ViviendaUniv
3073,25 Melby Trail,5465,Compartida,ViviendaUniv
3074,327 Kenwood Point,6,Compartida,ViviendaUniv
3075,18 Darwin Alley,34,Compartida,ViviendaUniv
3076,508 Continental Way,98780,Compartida,ViviendaUniv
3077,53 Goodland Lane,5346,Compartida,ViviendaUniv
3078,870 Barby Center,6,Compartida,ViviendaUniv
3079,2 Longview Crossing,23,Compartida,ViviendaUniv
3080,26456 Fairview Trail,958,Compartida,ViviendaUniv
3081,19 Sage Street,4700,Compartida,ViviendaUniv
3082,7402 4th Center,85,Compartida,ViviendaUniv
3083,07955 Mendota Point,92705,Compartida,ViviendaUniv
3084,4534 Roxbury Trail,157,Compartida,ViviendaUniv
3085,89600 Troy Pass,50631,Compartida,ViviendaUniv
3086,8175 7th Hill,86,Compartida,ViviendaUniv
3087,715 Arapahoe Hill,27966,Compartida,ViviendaUniv
3088,177 Maryland Hill,7048,Compartida,ViviendaUniv
3089,695 Oxford Plaza,013,Compartida,ViviendaUniv
3090,001 Spaight Park,3407,Compartida,ViviendaUniv
3091,9929 Oak Valley Trail,7,Compartida,ViviendaUniv
3092,139 Heffernan Place,035,Compartida,ViviendaUniv
3093,3943 Victoria Junction,20,Compartida,ViviendaUniv
3094,1262 5th Avenue,0,Compartida,ViviendaUniv
3095,02616 Debra Pass,1,Compartida,ViviendaUniv
3096,8 Lotheville Junction,14,Compartida,ViviendaUniv
3097,55553 Namekagon Lane,0,Compartida,ViviendaUniv
3098,9 Armistice Center,36,Compartida,ViviendaUniv
3099,019 Vernon Hill,3303,Compartida,ViviendaUniv
3100,722 Kipling Park,12,Compartida,ViviendaUniv
3101,719 Kensington Alley,568,Compartida,ViviendaUniv
3102,12067 Orin Circle,873,Compartida,ViviendaUniv
3103,4191 Forster Center,834,Compartida,ViviendaUniv
3104,519 Montana Park,8,Compartida,ViviendaUniv
3105,263 Autumn Leaf Center,191,Compartida,ViviendaUniv
3106,02 Goodland Avenue,5148,Compartida,ViviendaUniv
3107,24149 Sycamore Way,71887,Compartida,ViviendaUniv
3108,3239 Del Sol Avenue,66,Compartida,ViviendaUniv
3109,2642 Anniversary Center,6,Compartida,ViviendaUniv
3110,22330 Oneill Center,2477,Compartida,ViviendaUniv
3111,6 Paget Point,0662,Compartida,ViviendaUniv
3112,16482 Packers Point,1524,Compartida,ViviendaUniv
3113,59 Golf View Drive,95,Compartida,ViviendaUniv
3114,30434 Doe Crossing Drive,853,Compartida,ViviendaUniv
3115,226 Scoville Terrace,381,Compartida,ViviendaUniv
3116,71 Scott Place,0013,Compartida,ViviendaUniv
3117,3564 Ryan Junction,9662,Compartida,ViviendaUniv
3118,82 Hermina Lane,72,Compartida,ViviendaUniv
3119,3588 Maple Terrace,78441,Compartida,ViviendaUniv
3120,813 Jenifer Road,6493,Compartida,ViviendaUniv
3121,41212 Lindbergh Plaza,1,Compartida,ViviendaUniv
3122,354 Straubel Hill,5569,Compartida,ViviendaUniv
3123,91 School Circle,48,Compartida,ViviendaUniv
3124,278 Dapin Trail,4499,Compartida,ViviendaUniv
3125,7 Mcbride Pass,62722,Compartida,ViviendaUniv
3126,07 Milwaukee Circle,57,Compartida,ViviendaUniv
3127,281 Holmberg Parkway,03217,Compartida,ViviendaUniv
3128,1508 Dennis Court,9742,Compartida,ViviendaUniv
3129,006 Orin Trail,12200,Compartida,ViviendaUniv
3130,35930 West Parkway,50,Compartida,ViviendaUniv
3131,357 Gale Court,1920,Compartida,ViviendaUniv
3132,83 Fieldstone Alley,3669,Compartida,ViviendaUniv
3133,101 Manufacturers Point,928,Compartida,ViviendaUniv
3134,0 Independence Parkway,5,Compartida,ViviendaUniv
3135,36 Eggendart Point,9,Compartida,ViviendaUniv
3136,5991 Starling Road,31,Compartida,ViviendaUniv
3137,1190 Dorton Center,0,Compartida,ViviendaUniv
3138,4 Debra Parkway,9732,Compartida,ViviendaUniv
3139,91141 Quincy Place,7767,Compartida,ViviendaUniv
3140,021 Debra Trail,96,Compartida,ViviendaUniv
3141,33 Ryan Trail,0,Compartida,ViviendaUniv
3142,0231 Hanson Avenue,4,Compartida,ViviendaUniv
3143,6605 Doe Crossing Road,2363,Compartida,ViviendaUniv
3144,493 Maple Avenue,314,Compartida,ViviendaUniv
3145,46 Lillian Terrace,1683,Compartida,ViviendaUniv
3146,5 Melvin Crossing,706,Compartida,ViviendaUniv
3147,4050 Summit Hill,5663,Compartida,ViviendaUniv
3148,8206 Valley Edge Street,9160,Compartida,ViviendaUniv
3149,3 Lukken Plaza,91078,Compartida,ViviendaUniv
3150,80970 Westerfield Junction,5,Compartida,ViviendaUniv
3151,4 Thompson Terrace,65900,Compartida,ViviendaUniv
3152,77 Hoepker Trail,3430,Compartida,ViviendaUniv
3153,2 Golf Course Lane,09,Compartida,ViviendaUniv
3154,36 Scofield Hill,266,Compartida,ViviendaUniv
3155,43030 Dorton Center,114,Compartida,ViviendaUniv
3156,14 Shoshone Center,1,Compartida,ViviendaUniv
