IDALOJAMIENTO,DIRECCION,NUMHABITACION,TIPOHABITACION,TIPOOPHAB
8757,78287 Namekagon Plaza,4,Compartida,PersonaNatural
8758,08 Lunder Way,3,Individual,PersonaNatural
8759,1899 Armistice Trail,2,Compartida,PersonaNatural
8760,2 Manley Lane,3,Compartida,PersonaNatural
8761,1218 Merchant Lane,4,Individual,PersonaNatural
8762,38 Cardinal Terrace,4,Compartida,PersonaNatural
8763,657 Merry Plaza,2,Compartida,PersonaNatural
8764,0832 Melvin Trail,1,Individual,PersonaNatural
8765,2 Caliangt Park,4,Individual,PersonaNatural
8766,67728 Jenifer Pass,3,Individual,PersonaNatural
8767,760 Clyde Gallagher Hill,1,Compartida,PersonaNatural
8768,2076 Arapahoe Street,4,Compartida,PersonaNatural
8769,48119 Bellgrove Place,1,Compartida,PersonaNatural
8770,079 Northview Road,3,Individual,PersonaNatural
8771,239 Algoma Drive,3,Compartida,PersonaNatural
8772,03 Delladonna Way,1,Compartida,PersonaNatural
8773,40748 Garrison Way,3,Compartida,PersonaNatural
8774,63686 Manitowish Drive,4,Individual,PersonaNatural
8775,7 Oneill Circle,2,Individual,PersonaNatural
8776,77062 Ohio Terrace,3,Individual,PersonaNatural
8777,389 Susan Point,1,Compartida,PersonaNatural
8778,372 Mcguire Lane,1,Individual,PersonaNatural
8779,38392 Kim Pass,1,Compartida,PersonaNatural
8780,6992 8th Trail,2,Individual,PersonaNatural
8781,2158 Carey Crossing,2,Individual,PersonaNatural
8782,64 Cascade Street,1,Compartida,PersonaNatural
8783,22797 School Street,3,Compartida,PersonaNatural
8784,28169 Cambridge Hill,3,Individual,PersonaNatural
8785,0706 Cottonwood Drive,3,Compartida,PersonaNatural
8786,2 Messerschmidt Avenue,3,Compartida,PersonaNatural
8787,510 Springs Trail,4,Compartida,PersonaNatural
8788,485 Evergreen Park,3,Compartida,PersonaNatural
8789,13206 Columbus Court,3,Compartida,PersonaNatural
8790,69 Kensington Avenue,2,Individual,PersonaNatural
8791,9362 Forest Run Alley,4,Individual,PersonaNatural
8792,7 Glendale Park,3,Individual,PersonaNatural
8793,01951 Del Mar Park,3,Compartida,PersonaNatural
8794,6695 Hoffman Trail,4,Individual,PersonaNatural
8795,0710 Old Shore Hill,1,Individual,PersonaNatural
8796,11089 Village Green Trail,1,Compartida,PersonaNatural
8797,60987 Arizona Point,4,Compartida,PersonaNatural
8798,5 Loftsgordon Point,3,Individual,PersonaNatural
8799,3423 Morrow Street,2,Individual,PersonaNatural
8800,85526 Grayhawk Circle,4,Compartida,PersonaNatural
8801,8618 Browning Road,4,Individual,PersonaNatural
8802,54 Artisan Road,2,Individual,PersonaNatural
8803,27423 Granby Court,2,Individual,PersonaNatural
8804,48 Vernon Drive,1,Compartida,PersonaNatural
8805,1 Fairview Pass,1,Individual,PersonaNatural
8806,71 Laurel Parkway,3,Individual,PersonaNatural
8807,01160 Logan Lane,2,Individual,PersonaNatural
8808,5 Ridgeway Place,2,Individual,PersonaNatural
8809,31007 Sullivan Plaza,2,Compartida,PersonaNatural
8810,166 Leroy Hill,3,Compartida,PersonaNatural
8811,5 Hoard Hill,1,Compartida,PersonaNatural
8812,1927 Logan Avenue,1,Individual,PersonaNatural
8813,474 Hagan Park,2,Compartida,PersonaNatural
8814,628 Raven Way,2,Individual,PersonaNatural
8815,55 Milwaukee Parkway,3,Individual,PersonaNatural
8816,52105 Mifflin Hill,4,Individual,PersonaNatural
8817,20 Truax Junction,4,Individual,PersonaNatural
8818,2108 Cambridge Parkway,1,Individual,PersonaNatural
8819,2276 Huxley Place,3,Individual,PersonaNatural
8820,0178 Service Pass,3,Compartida,PersonaNatural
8821,5888 Dryden Park,1,Compartida,PersonaNatural
8822,43357 Ronald Regan Plaza,1,Individual,PersonaNatural
8823,48012 Fieldstone Road,4,Individual,PersonaNatural
8824,869 Valley Edge Court,1,Individual,PersonaNatural
8825,4 School Crossing,1,Individual,PersonaNatural
8826,277 Hermina Way,4,Compartida,PersonaNatural
8827,90 Pleasure Way,4,Individual,PersonaNatural
8828,1748 Kedzie Circle,3,Compartida,PersonaNatural
8829,80189 Oxford Plaza,2,Individual,PersonaNatural
8830,5 Dryden Terrace,3,Individual,PersonaNatural
8831,36 Upham Alley,2,Individual,PersonaNatural
8832,974 Redwing Street,4,Compartida,PersonaNatural
8833,74482 Sauthoff Park,3,Individual,PersonaNatural
8834,8736 Monterey Drive,2,Individual,PersonaNatural
8835,0 Jackson Lane,3,Individual,PersonaNatural
8836,88 Golf View Hill,4,Individual,PersonaNatural
8837,452 Toban Center,4,Individual,PersonaNatural
8838,78 Anniversary Terrace,3,Individual,PersonaNatural
8839,232 Swallow Hill,3,Individual,PersonaNatural
8840,8 Sunbrook Place,3,Compartida,PersonaNatural
8841,2135 Orin Center,1,Individual,PersonaNatural
8842,89 Holy Cross Point,1,Individual,PersonaNatural
8843,055 Garrison Place,1,Individual,PersonaNatural
8844,6 Eliot Pass,1,Compartida,PersonaNatural
8845,4817 Quincy Parkway,2,Compartida,PersonaNatural
8846,763 Mallard Place,3,Individual,PersonaNatural
8847,9 Hollow Ridge Crossing,4,Individual,PersonaNatural
8848,7 Calypso Court,2,Individual,PersonaNatural
8849,5258 Gina Crossing,2,Compartida,PersonaNatural
8850,4 Washington Trail,1,Compartida,PersonaNatural
8851,525 Gale Way,2,Individual,PersonaNatural
8852,7082 Portage Trail,2,Compartida,PersonaNatural
8853,881 Park Meadow Lane,3,Individual,PersonaNatural
8854,29 Mifflin Place,1,Individual,PersonaNatural
8855,0 Ohio Junction,4,Individual,PersonaNatural
8856,193 Acker Avenue,1,Individual,PersonaNatural
8857,4656 Eastlawn Circle,4,Compartida,PersonaNatural
8858,9176 Moose Center,4,Compartida,PersonaNatural
8859,68197 Meadow Vale Circle,1,Individual,PersonaNatural
8860,37034 Arkansas Hill,2,Compartida,PersonaNatural
8861,58606 Hermina Drive,2,Individual,PersonaNatural
8862,95 Canary Junction,3,Compartida,PersonaNatural
8863,58 Leroy Pass,4,Compartida,PersonaNatural
8864,1 Nova Circle,2,Compartida,PersonaNatural
8865,3 Dawn Circle,1,Compartida,PersonaNatural
8866,82695 Aberg Road,4,Individual,PersonaNatural
8867,14999 Karstens Way,4,Compartida,PersonaNatural
8868,176 Redwing Hill,1,Compartida,PersonaNatural
8869,03355 Mockingbird Junction,1,Compartida,PersonaNatural
8870,122 Coleman Plaza,2,Individual,PersonaNatural
8871,4 Manley Junction,1,Individual,PersonaNatural
8872,0 Nova Alley,2,Compartida,PersonaNatural
8873,6548 Onsgard Street,1,Individual,PersonaNatural
8874,1 Mandrake Avenue,2,Compartida,PersonaNatural
8875,1424 Badeau Point,3,Compartida,PersonaNatural
8876,86 Eagle Crest Lane,1,Individual,PersonaNatural
8877,1522 Pine View Street,3,Compartida,PersonaNatural
8878,859 Sundown Trail,1,Compartida,PersonaNatural
8879,2040 Portage Circle,3,Individual,PersonaNatural
8880,1 Mallard Parkway,3,Compartida,PersonaNatural
8881,95 Fulton Road,1,Compartida,PersonaNatural
8882,0 Bowman Plaza,4,Individual,PersonaNatural
8883,8090 Vidon Court,2,Individual,PersonaNatural
8884,9 Dapin Junction,2,Individual,PersonaNatural
8885,49 Jenna Center,4,Individual,PersonaNatural
8886,0 Autumn Leaf Avenue,3,Compartida,PersonaNatural
8887,8 Hansons Street,2,Compartida,PersonaNatural
8888,4659 Donald Avenue,4,Individual,PersonaNatural
8889,0202 Sunfield Park,1,Individual,PersonaNatural
8890,3 Birchwood Alley,2,Compartida,PersonaNatural
8891,0238 Forest Street,2,Compartida,PersonaNatural
8892,9114 Esch Junction,4,Individual,PersonaNatural
8893,63 Dexter Terrace,4,Individual,PersonaNatural
8894,74791 Del Sol Alley,4,Compartida,PersonaNatural
8895,7 Northridge Street,3,Individual,PersonaNatural
8896,9457 Blue Bill Park Circle,3,Compartida,PersonaNatural
8897,14 Del Sol Center,2,Individual,PersonaNatural
8898,31899 David Center,2,Compartida,PersonaNatural
8899,03 Eagle Crest Center,3,Individual,PersonaNatural
8900,3446 Warbler Street,1,Compartida,PersonaNatural
8901,611 Sunnyside Parkway,2,Compartida,PersonaNatural
8902,5124 3rd Street,4,Individual,PersonaNatural
8903,24 Forest Road,3,Compartida,PersonaNatural
8904,68718 Ronald Regan Plaza,4,Individual,PersonaNatural
8905,22976 North Terrace,3,Compartida,PersonaNatural
8906,4242 Sachtjen Lane,3,Compartida,PersonaNatural
8907,4310 Ridgeview Center,1,Compartida,PersonaNatural
8908,95 Kim Circle,2,Compartida,PersonaNatural
8909,7 Brentwood Street,4,Compartida,PersonaNatural
8910,027 Prairieview Hill,3,Individual,PersonaNatural
8911,0 Riverside Road,4,Compartida,PersonaNatural
8912,0332 Hollow Ridge Place,3,Individual,PersonaNatural
8913,9 Aberg Road,3,Compartida,PersonaNatural
8914,3400 Morning Alley,4,Compartida,PersonaNatural
8915,8 Johnson Avenue,1,Compartida,PersonaNatural
8916,3441 Monument Trail,2,Individual,PersonaNatural
8917,9 Spaight Road,2,Compartida,PersonaNatural
8918,46373 Main Junction,1,Individual,PersonaNatural
8919,5189 Magdeline Center,4,Individual,PersonaNatural
8920,36582 West Alley,3,Individual,PersonaNatural
8921,67195 Northport Alley,3,Individual,PersonaNatural
8922,355 Eagle Crest Pass,1,Compartida,PersonaNatural
8923,473 Oneill Road,2,Individual,PersonaNatural
8924,35480 Summer Ridge Drive,2,Compartida,PersonaNatural
8925,0312 Lindbergh Drive,1,Compartida,PersonaNatural
8926,23281 Hanson Hill,3,Compartida,PersonaNatural
8927,25105 Karstens Alley,1,Compartida,PersonaNatural
8928,13097 Mockingbird Point,1,Individual,PersonaNatural
8929,98 Hallows Terrace,4,Individual,PersonaNatural
8930,40 Express Crossing,4,Compartida,PersonaNatural
8931,5510 Dunning Pass,4,Compartida,PersonaNatural
8932,7 Kropf Pass,3,Individual,PersonaNatural
8933,402 Springs Trail,2,Compartida,PersonaNatural
8934,8562 Redwing Lane,1,Compartida,PersonaNatural
8935,2984 Merrick Pass,4,Individual,PersonaNatural
8936,611 Sycamore Plaza,3,Compartida,PersonaNatural
8937,099 Veith Center,1,Compartida,PersonaNatural
8938,053 Pepper Wood Street,4,Compartida,PersonaNatural
8939,6869 Jana Junction,1,Individual,PersonaNatural
8940,0078 Hooker Center,2,Individual,PersonaNatural
8941,888 4th Park,2,Compartida,PersonaNatural
8942,34 Monument Place,3,Individual,PersonaNatural
8943,6374 Mallard Junction,3,Individual,PersonaNatural
8944,13716 Oak Valley Drive,3,Individual,PersonaNatural
8945,8 Ronald Regan Terrace,4,Compartida,PersonaNatural
8946,728 8th Road,1,Individual,PersonaNatural
8947,70428 Ruskin Terrace,2,Compartida,PersonaNatural
8948,93 Hazelcrest Court,3,Compartida,PersonaNatural
8949,88 Mesta Place,1,Compartida,PersonaNatural
8950,5317 Nancy Center,3,Compartida,PersonaNatural
8951,22 Springview Crossing,1,Individual,PersonaNatural
8952,88 Dovetail Circle,4,Compartida,PersonaNatural
8953,573 Ruskin Trail,4,Compartida,PersonaNatural
8954,74 Cambridge Terrace,4,Individual,PersonaNatural
8955,7907 Montana Road,1,Compartida,PersonaNatural
8956,95 Menomonie Way,2,Individual,PersonaNatural
8957,7302 Esch Plaza,1,Individual,PersonaNatural
8958,486 Crescent Oaks Place,2,Individual,PersonaNatural
8959,366 Towne Terrace,1,Compartida,PersonaNatural
8960,6966 Waubesa Center,4,Compartida,PersonaNatural
8961,86700 Mallard Way,4,Compartida,PersonaNatural
8962,43337 Prairie Rose Court,1,Individual,PersonaNatural
8963,2331 Dapin Alley,3,Individual,PersonaNatural
8964,5107 Marquette Court,2,Individual,PersonaNatural
8965,395 Nobel Plaza,2,Individual,PersonaNatural
8966,5917 Old Gate Point,1,Individual,PersonaNatural
8967,0 Grim Street,4,Compartida,PersonaNatural
8968,910 Bunker Hill Junction,4,Compartida,PersonaNatural
8969,330 Sunfield Crossing,1,Compartida,PersonaNatural
8970,8028 Pine View Court,3,Compartida,PersonaNatural
8971,362 Mosinee Parkway,4,Compartida,PersonaNatural
8972,3055 Brentwood Parkway,2,Compartida,PersonaNatural
8973,1337 Commercial Trail,2,Compartida,PersonaNatural
8974,40 Brown Way,2,Compartida,PersonaNatural
8975,47893 Graedel Hill,1,Compartida,PersonaNatural
8976,16 Warner Point,4,Compartida,PersonaNatural
8977,42 Harbort Point,4,Individual,PersonaNatural
8978,14211 Mendota Plaza,2,Compartida,PersonaNatural
8979,94825 Canary Lane,1,Individual,PersonaNatural
8980,534 Dayton Park,2,Individual,PersonaNatural
8981,64 Merchant Center,3,Compartida,PersonaNatural
8982,0303 Hayes Way,3,Individual,PersonaNatural
8983,609 Becker Crossing,3,Compartida,PersonaNatural
8984,67 Ruskin Junction,3,Compartida,PersonaNatural
8985,1329 Cascade Junction,2,Individual,PersonaNatural
8986,171 Rutledge Lane,4,Individual,PersonaNatural
8987,19762 Hauk Terrace,2,Compartida,PersonaNatural
8988,93443 Briar Crest Drive,4,Individual,PersonaNatural
8989,7 Arizona Hill,2,Compartida,PersonaNatural
8990,85 Arizona Point,4,Individual,PersonaNatural
8991,5 Cambridge Avenue,1,Compartida,PersonaNatural
8992,55 Park Meadow Park,3,Compartida,PersonaNatural
8993,93 Burrows Park,2,Individual,PersonaNatural
8994,49557 Chinook Drive,3,Compartida,PersonaNatural
8995,23 Waywood Parkway,2,Individual,PersonaNatural
8996,50 Trailsway Circle,4,Individual,PersonaNatural
8997,206 Judy Lane,3,Individual,PersonaNatural
8998,6684 Cascade Terrace,3,Compartida,PersonaNatural
8999,57 Manufacturers Court,2,Individual,PersonaNatural
9000,58111 Maple Wood Circle,4,Compartida,PersonaNatural
9001,3 Helena Crossing,4,Individual,PersonaNatural
9002,564 Rutledge Center,2,Compartida,PersonaNatural
9003,68 Morningstar Way,2,Individual,PersonaNatural
9004,505 Golden Leaf Park,4,Compartida,PersonaNatural
9005,259 Jenna Street,2,Individual,PersonaNatural
9006,8122 Mallory Road,3,Compartida,PersonaNatural
9007,083 Morning Point,3,Individual,PersonaNatural
9008,9 Mariners Cove Place,3,Individual,PersonaNatural
9009,6256 Summer Ridge Pass,2,Compartida,PersonaNatural
9010,231 Elgar Place,2,Compartida,PersonaNatural
9011,069 Dovetail Crossing,4,Individual,PersonaNatural
9012,49362 Sauthoff Circle,4,Individual,PersonaNatural
9013,7910 Bartelt Way,1,Individual,PersonaNatural
9014,28017 Fairview Place,2,Compartida,PersonaNatural
9015,0003 Lillian Way,2,Individual,PersonaNatural
9016,934 Blue Bill Park Crossing,1,Compartida,PersonaNatural
9017,865 Kim Terrace,3,Individual,PersonaNatural
9018,0 Troy Lane,2,Individual,PersonaNatural
9019,09161 Acker Terrace,3,Individual,PersonaNatural
9020,375 Havey Lane,1,Individual,PersonaNatural
9021,353 Kinsman Road,4,Compartida,PersonaNatural
9022,4180 Shasta Street,2,Individual,PersonaNatural
9023,62446 Trailsway Road,1,Compartida,PersonaNatural
9024,8163 Hanson Trail,2,Compartida,PersonaNatural
9025,71 Swallow Circle,3,Compartida,PersonaNatural
9026,5552 Manufacturers Alley,4,Individual,PersonaNatural
9027,543 Tennyson Court,4,Compartida,PersonaNatural
9028,59259 Barnett Court,4,Compartida,PersonaNatural
9029,14025 Corben Trail,2,Individual,PersonaNatural
9030,03547 Fremont Center,1,Individual,PersonaNatural
9031,91 Mendota Hill,2,Individual,PersonaNatural
9032,19245 Atwood Park,2,Individual,PersonaNatural
9033,29 Prairie Rose Plaza,1,Individual,PersonaNatural
9034,698 Truax Terrace,1,Compartida,PersonaNatural
9035,218 Stoughton Way,3,Compartida,PersonaNatural
9036,53 Pine View Center,4,Compartida,PersonaNatural
9037,38884 Waywood Alley,1,Individual,PersonaNatural
9038,542 Glacier Hill Drive,4,Compartida,PersonaNatural
9039,1 Debs Trail,4,Individual,PersonaNatural
9040,0 Atwood Park,1,Compartida,PersonaNatural
9041,89106 Melvin Street,3,Individual,PersonaNatural
9042,3373 Coolidge Hill,2,Individual,PersonaNatural
9043,53 Emmet Junction,2,Individual,PersonaNatural
9044,07299 Texas Road,3,Compartida,PersonaNatural
9045,114 Chinook Place,3,Compartida,PersonaNatural
9046,532 Hayes Road,3,Individual,PersonaNatural
9047,82 Elmside Lane,1,Individual,PersonaNatural
9048,72092 Roxbury Court,3,Compartida,PersonaNatural
9049,9779 Huxley Way,1,Individual,PersonaNatural
9050,24 Nelson Court,3,Individual,PersonaNatural
9051,1 Clarendon Crossing,4,Compartida,PersonaNatural
9052,18007 Donald Drive,2,Individual,PersonaNatural
9053,02 Steensland Street,3,Compartida,PersonaNatural
9054,57 Dryden Circle,2,Individual,PersonaNatural
9055,0 Sheridan Trail,4,Individual,PersonaNatural
9056,83 3rd Hill,2,Compartida,PersonaNatural
9057,477 Forest Way,3,Compartida,PersonaNatural
9058,3622 Doe Crossing Park,3,Individual,PersonaNatural
9059,4961 Homewood Hill,3,Individual,PersonaNatural
9060,142 Johnson Way,3,Individual,PersonaNatural
9061,63 Anniversary Trail,2,Compartida,PersonaNatural
9062,4 Manufacturers Circle,3,Compartida,PersonaNatural
9063,7 Lighthouse Bay Avenue,3,Compartida,PersonaNatural
9064,520 Talmadge Street,4,Individual,PersonaNatural
9065,3255 Jenna Point,1,Individual,PersonaNatural
9066,04 Tennyson Center,4,Compartida,PersonaNatural
9067,26748 Laurel Street,1,Compartida,PersonaNatural
9068,69676 Dottie Point,4,Individual,PersonaNatural
9069,60 Magdeline Parkway,1,Individual,PersonaNatural
9070,22859 5th Hill,4,Compartida,PersonaNatural
9071,073 Pearson Way,4,Individual,PersonaNatural
9072,5601 Towne Junction,3,Compartida,PersonaNatural
9073,34 Hauk Center,2,Compartida,PersonaNatural
9074,5 Prairieview Road,1,Compartida,PersonaNatural
9075,9722 Cody Hill,2,Individual,PersonaNatural
9076,0395 Sundown Drive,4,Individual,PersonaNatural
9077,17 Lighthouse Bay Lane,2,Individual,PersonaNatural
9078,0820 Cascade Lane,1,Compartida,PersonaNatural
9079,3 Red Cloud Street,3,Compartida,PersonaNatural
9080,194 Nelson Drive,1,Individual,PersonaNatural
9081,33640 Spaight Street,1,Individual,PersonaNatural
9082,0337 Hovde Street,4,Individual,PersonaNatural
9083,893 Lyons Street,3,Individual,PersonaNatural
9084,1 Twin Pines Way,2,Compartida,PersonaNatural
9085,1973 Morning Road,2,Individual,PersonaNatural
9086,68003 Westridge Circle,3,Individual,PersonaNatural
9087,9189 Barnett Terrace,4,Individual,PersonaNatural
9088,574 Stuart Road,4,Individual,PersonaNatural
9089,91 Anderson Junction,3,Compartida,PersonaNatural
9090,45696 Victoria Hill,3,Compartida,PersonaNatural
9091,71361 Forest Park,1,Compartida,PersonaNatural
9092,08 Village Green Parkway,4,Compartida,PersonaNatural
9093,331 Northridge Plaza,1,Compartida,PersonaNatural
9094,7 Manufacturers Road,1,Compartida,PersonaNatural
9095,85 Stuart Place,2,Compartida,PersonaNatural
9096,02 Swallow Circle,3,Individual,PersonaNatural
9097,4815 Pennsylvania Court,2,Individual,PersonaNatural
9098,4125 Bobwhite Junction,1,Individual,PersonaNatural
9099,83 Leroy Terrace,3,Individual,PersonaNatural
9100,0441 Forest Run Center,1,Compartida,PersonaNatural
9101,7761 Saint Paul Street,4,Compartida,PersonaNatural
9102,1987 Sunnyside Park,1,Individual,PersonaNatural
9103,98 Schlimgen Street,2,Compartida,PersonaNatural
9104,7632 Farmco Parkway,4,Individual,PersonaNatural
9105,15 Eggendart Center,4,Individual,PersonaNatural
9106,7925 International Pass,1,Compartida,PersonaNatural
9107,0665 Dwight Court,3,Compartida,PersonaNatural
9108,460 Garrison Street,3,Compartida,PersonaNatural
9109,7524 Monument Avenue,4,Compartida,PersonaNatural
9110,09 Dottie Crossing,3,Compartida,PersonaNatural
9111,9 Eggendart Avenue,3,Compartida,PersonaNatural
9112,00 Oriole Way,1,Compartida,PersonaNatural
9113,781 Sundown Court,4,Compartida,PersonaNatural
9114,085 Merchant Point,1,Compartida,PersonaNatural
9115,5324 Colorado Plaza,2,Individual,PersonaNatural
9116,591 Bultman Drive,1,Individual,PersonaNatural
9117,0 Orin Lane,2,Compartida,PersonaNatural
9118,8601 Nevada Alley,3,Compartida,PersonaNatural
9119,7424 Clarendon Parkway,2,Individual,PersonaNatural
9120,3 Forster Center,1,Individual,PersonaNatural
9121,8 Merrick Alley,1,Compartida,PersonaNatural
9122,07925 Waubesa Lane,2,Individual,PersonaNatural
9123,1699 American Ash Pass,1,Individual,PersonaNatural
9124,3 Becker Avenue,1,Compartida,PersonaNatural
9125,494 Kim Terrace,2,Individual,PersonaNatural
9126,5 Hoepker Terrace,3,Compartida,PersonaNatural
9127,133 Hudson Trail,4,Individual,PersonaNatural
9128,39954 Lakewood Junction,1,Individual,PersonaNatural
9129,845 Haas Drive,3,Individual,PersonaNatural
9130,08 Harbort Avenue,4,Individual,PersonaNatural
9131,00301 Service Trail,4,Individual,PersonaNatural
9132,9 Bartelt Place,2,Individual,PersonaNatural
9133,0 Karstens Park,1,Individual,PersonaNatural
9134,0240 Lien Lane,3,Individual,PersonaNatural
9135,4420 Namekagon Alley,4,Individual,PersonaNatural
9136,263 Forest Run Place,3,Compartida,PersonaNatural
9137,6 Corben Point,2,Individual,PersonaNatural
9138,93193 Burrows Crossing,4,Individual,PersonaNatural
9139,93 Lyons Drive,1,Compartida,PersonaNatural
9140,047 Little Fleur Drive,3,Compartida,PersonaNatural
9141,58 Ridge Oak Park,3,Compartida,PersonaNatural
9142,4735 Raven Plaza,1,Compartida,PersonaNatural
9143,0 Sullivan Lane,4,Compartida,PersonaNatural
9144,74 Pawling Parkway,4,Individual,PersonaNatural
9145,33 Manley Terrace,3,Individual,PersonaNatural
9146,6630 Derek Street,3,Individual,PersonaNatural
9147,653 Lakeland Way,2,Compartida,PersonaNatural
9148,5 Bowman Lane,1,Individual,PersonaNatural
9149,9701 Novick Way,4,Individual,PersonaNatural
9150,217 Carey Circle,4,Individual,PersonaNatural
9151,508 Green Ridge Road,3,Compartida,PersonaNatural
9152,193 Armistice Road,3,Compartida,PersonaNatural
9153,44070 Ridge Oak Plaza,3,Individual,PersonaNatural
9154,4669 Arapahoe Street,2,Compartida,PersonaNatural
9155,4979 Butterfield Point,2,Individual,PersonaNatural
9156,474 Manitowish Drive,1,Compartida,PersonaNatural
9157,83873 Sloan Circle,1,Compartida,PersonaNatural
9158,725 Gale Drive,1,Compartida,PersonaNatural
9159,0346 Kim Avenue,2,Individual,PersonaNatural
9160,41 Ronald Regan Plaza,4,Compartida,PersonaNatural
9161,34546 Dovetail Trail,1,Individual,PersonaNatural
9162,2 Tennyson Park,2,Compartida,PersonaNatural
9163,1 American Ash Terrace,4,Compartida,PersonaNatural
9164,0 Ludington Parkway,4,Compartida,PersonaNatural
9165,02376 Oriole Lane,2,Compartida,PersonaNatural
9166,0 Barby Hill,4,Individual,PersonaNatural
9167,087 Washington Plaza,3,Compartida,PersonaNatural
9168,04 Rockefeller Circle,2,Individual,PersonaNatural
9169,56182 Ridgeview Street,1,Individual,PersonaNatural
9170,67 Darwin Parkway,1,Individual,PersonaNatural
9171,5 Hovde Avenue,4,Compartida,PersonaNatural
9172,4 Brown Plaza,4,Compartida,PersonaNatural
9173,54011 Eastwood Crossing,3,Individual,PersonaNatural
9174,38346 West Road,2,Individual,PersonaNatural
9175,43549 Sage Park,4,Individual,PersonaNatural
9176,49 Portage Trail,2,Individual,PersonaNatural
9177,2 North Drive,4,Individual,PersonaNatural
9178,055 Melvin Plaza,1,Compartida,PersonaNatural
9179,24912 Carey Court,3,Individual,PersonaNatural
9180,2390 Merry Pass,1,Individual,PersonaNatural
9181,2 Goodland Street,4,Compartida,PersonaNatural
9182,178 Burning Wood Terrace,1,Compartida,PersonaNatural
9183,55 Buena Vista Street,1,Individual,PersonaNatural
9184,87709 Stone Corner Way,1,Compartida,PersonaNatural
9185,3885 Lindbergh Trail,3,Compartida,PersonaNatural
9186,9 Acker Circle,3,Compartida,PersonaNatural
9187,39 Helena Plaza,1,Individual,PersonaNatural
9188,7261 Summer Ridge Center,2,Individual,PersonaNatural
9189,4 Dwight Park,3,Individual,PersonaNatural
9190,0738 Upham Road,2,Compartida,PersonaNatural
9191,3 Cordelia Drive,3,Individual,PersonaNatural
9192,33765 Petterle Lane,1,Individual,PersonaNatural
9193,09717 Shopko Crossing,1,Individual,PersonaNatural
9194,485 Redwing Center,1,Compartida,PersonaNatural
9195,7733 School Place,2,Individual,PersonaNatural
9196,87 Talisman Road,4,Compartida,PersonaNatural
9197,20181 Green Ridge Alley,2,Individual,PersonaNatural
9198,55 Pennsylvania Parkway,4,Individual,PersonaNatural
9199,32565 Melvin Alley,2,Individual,PersonaNatural
9200,64 Oneill Road,1,Compartida,PersonaNatural
9201,73555 Waywood Alley,1,Compartida,PersonaNatural
9202,48215 Nobel Park,2,Compartida,PersonaNatural
9203,2 Delaware Circle,3,Compartida,PersonaNatural
9204,0 Nevada Road,4,Individual,PersonaNatural
9205,2834 Marcy Avenue,4,Individual,PersonaNatural
9206,652 Gateway Avenue,2,Compartida,PersonaNatural
9207,1401 Forest Run Road,4,Compartida,PersonaNatural
9208,19 Montana Pass,3,Individual,PersonaNatural
9209,006 Shopko Lane,1,Individual,PersonaNatural
9210,84 Dryden Park,4,Individual,PersonaNatural
9211,0348 Haas Road,2,Individual,PersonaNatural
9212,25526 Barby Terrace,2,Compartida,PersonaNatural
9213,57963 Fairfield Crossing,3,Individual,PersonaNatural
9214,171 Lukken Hill,3,Individual,PersonaNatural
9215,18104 Steensland Circle,4,Individual,PersonaNatural
9216,4609 Muir Parkway,1,Individual,PersonaNatural
9217,1795 Debs Road,2,Individual,PersonaNatural
9218,89 Waxwing Place,4,Compartida,PersonaNatural
9219,9 Sommers Crossing,4,Compartida,PersonaNatural
9220,3247 Londonderry Hill,2,Compartida,PersonaNatural
9221,6 Hallows Circle,1,Individual,PersonaNatural
9222,030 Springs Place,2,Compartida,PersonaNatural
9223,9 Nancy Lane,3,Compartida,PersonaNatural
9224,5 Meadow Ridge Plaza,3,Individual,PersonaNatural
9225,8 8th Trail,1,Compartida,PersonaNatural
9226,71875 Arkansas Crossing,4,Compartida,PersonaNatural
9227,894 Darwin Road,4,Compartida,PersonaNatural
9228,53 Oriole Crossing,4,Individual,PersonaNatural
9229,8 Burrows Circle,2,Individual,PersonaNatural
9230,10 Farwell Drive,3,Individual,PersonaNatural
9231,64 Kingsford Drive,2,Individual,PersonaNatural
9232,81 Debs Drive,3,Individual,PersonaNatural
9233,32878 Summerview Parkway,3,Compartida,PersonaNatural
9234,9200 Mallard Crossing,2,Individual,PersonaNatural
9235,13405 Calypso Terrace,3,Compartida,PersonaNatural
9236,8402 Sherman Terrace,4,Individual,PersonaNatural
9237,03389 Algoma Street,1,Individual,PersonaNatural
9238,9 Carberry Trail,1,Compartida,PersonaNatural
9239,13704 Orin Avenue,1,Individual,PersonaNatural
9240,21788 Sunnyside Street,1,Individual,PersonaNatural
9241,3 Shopko Parkway,2,Individual,PersonaNatural
9242,95622 Waxwing Avenue,1,Individual,PersonaNatural
9243,390 Dryden Junction,2,Compartida,PersonaNatural
9244,94187 Sunnyside Parkway,4,Individual,PersonaNatural
9245,246 Russell Avenue,1,Individual,PersonaNatural
9246,4883 Grover Crossing,1,Compartida,PersonaNatural
9247,6350 Fisk Street,1,Individual,PersonaNatural
9248,10 Kings Alley,2,Individual,PersonaNatural
9249,2 North Drive,3,Compartida,PersonaNatural
9250,16884 Ridgeway Way,4,Compartida,PersonaNatural
9251,1525 Florence Junction,1,Individual,PersonaNatural
9252,19 Autumn Leaf Street,3,Compartida,PersonaNatural
9253,1 Manufacturers Road,4,Compartida,PersonaNatural
